Periodo,Mes,Codigo_departamento,Departamento,Codigo_municipio,Municipio,Nombre_comercial,Bandera,Direccion,Producto,Precio,Estado,Dir2,Full_Address,Coords,LAT,LNG
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,SUPER ESTACION DE SERVICIO TEXACO 10,TEXACO,AVENIDA CARRERA 7 No. 123A-48,GASOLINA CORRIENTE OXIGENADA,9860,A,AVENIDA CARRERA 7 No. 123A-48,"AVENIDA CARRERA 7 No. 123A-48, Bogota  d.c., Colombia","(4.69921, -74.02878)",4.69921,-74.02878
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,SUPER ESTACION DE SERVICIO TEXACO 10,TEXACO,AVENIDA CARRERA 7 No. 123A-48,BIODIESEL EXTRA,9780,A,AVENIDA CARRERA 7 No. 123A-48,"AVENIDA CARRERA 7 No. 123A-48, Bogota  d.c., Colombia","(4.69921, -74.02878)",4.69921,-74.02878
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,SUPER ESTACION DE SERVICIO TEXACO 10,TEXACO,AVENIDA CARRERA 7 No. 123A-48,GASOLINA EXTRA OXIGENADA,17250,A,AVENIDA CARRERA 7 No. 123A-48,"AVENIDA CARRERA 7 No. 123A-48, Bogota  d.c., Colombia","(4.69921, -74.02878)",4.69921,-74.02878
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ROXI,MOBIL,Carrera 24  No 7-11,GASOLINA EXTRA OXIGENADA,16860,A,Carrera 24  No 7-11,"Carrera 24  No 7-11, Bogota  d.c., Colombia","(4.60425, -74.09239)",4.60425,-74.09239
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ROXI,MOBIL,Carrera 24  No 7-11,BIODIESEL EXTRA,9145,A,Carrera 24  No 7-11,"Carrera 24  No 7-11, Bogota  d.c., Colombia","(4.60425, -74.09239)",4.60425,-74.09239
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ROXI,MOBIL,Carrera 24  No 7-11,GASOLINA CORRIENTE OXIGENADA,9398,A,Carrera 24  No 7-11,"Carrera 24  No 7-11, Bogota  d.c., Colombia","(4.60425, -74.09239)",4.60425,-74.09239
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,SERVICENTRO ESSO SANTA ISABEL,MOBIL,Avenida Carrera 30 # 2 - 38,BIODIESEL EXTRA,9034,A,Avenida Carrera 30 No 2 - 38,"Avenida Carrera 30 # 2 - 38, Bogota  d.c., Colombia","('NA', 'NA')",Empty,Empty
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,SERVICENTRO ESSO SANTA ISABEL,MOBIL,Avenida Carrera 30 # 2 - 38,GASOLINA CORRIENTE OXIGENADA,9517,A,Avenida Carrera 30 No 2 - 38,"Avenida Carrera 30 # 2 - 38, Bogota  d.c., Colombia","('NA', 'NA')",Empty,Empty
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACIÓN DE SERVICIO COMBUSCOL - OCCIDENTE,MOBIL,Carrera 96H N. 17 - 25,GASOLINA CORRIENTE OXIGENADA,9560,A,Carrera 96H N. 17 - 25,"Carrera 96H N. 17 - 25, Bogota  d.c., Colombia","(4.67007, -74.14334)",4.67007,-74.14334
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACIÓN DE SERVICIO COMBUSCOL - OCCIDENTE,MOBIL,Carrera 96H N. 17 - 25,BIODIESEL EXTRA,10210,A,Carrera 96H N. 17 - 25,"Carrera 96H N. 17 - 25, Bogota  d.c., Colombia","(4.67007, -74.14334)",4.67007,-74.14334
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,TEXACO 38 ESTACIÓN DE SERVICIO CALLE 50,TEXACO,CRA 17 # 50-42,GASOLINA EXTRA OXIGENADA,12310,A,CRA 17 No 50-42,"CRA 17 # 50-42, Bogota  d.c., Colombia","('NA', 'NA')",Empty,Empty
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,TEXACO 38 ESTACIÓN DE SERVICIO CALLE 50,TEXACO,CRA 17 # 50-42,GASOLINA CORRIENTE OXIGENADA,9370,A,CRA 17 No 50-42,"CRA 17 # 50-42, Bogota  d.c., Colombia","('NA', 'NA')",Empty,Empty
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,TEXACO 38 ESTACIÓN DE SERVICIO CALLE 50,TEXACO,CRA 17 # 50-42,BIODIESEL EXTRA,9150,A,CRA 17 No 50-42,"CRA 17 # 50-42, Bogota  d.c., Colombia","('NA', 'NA')",Empty,Empty
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACIÓN DE SERVICIO TEXACO MATATIGRES,TEXACO,CARRERA 27 NO. 30 - 06 SUR,BIODIESEL EXTRA,9149,A,CARRERA 27 NO. 30 - 06 SUR,"CARRERA 27 NO. 30 - 06 SUR, Bogota  d.c., Colombia","(4.6015, -74.12433)",4.6015,-74.12433
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACIÓN DE SERVICIO TEXACO MATATIGRES,TEXACO,CARRERA 27 NO. 30 - 06 SUR,GASOLINA CORRIENTE OXIGENADA,9373,A,CARRERA 27 NO. 30 - 06 SUR,"CARRERA 27 NO. 30 - 06 SUR, Bogota  d.c., Colombia","(4.6015, -74.12433)",4.6015,-74.12433
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,SERVICENTRO ESSO AVENIDA TERCERA,MOBIL,CARRERA 3 No. 20-20,BIODIESEL EXTRA,10490,A,CARRERA 3 No. 20-20,"CARRERA 3 No. 20-20, Bogota  d.c., Colombia","(4.6043, -74.06738)",4.6043,-74.06738
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,SERVICENTRO ESSO AVENIDA TERCERA,MOBIL,CARRERA 3 No. 20-20,GASOLINA EXTRA OXIGENADA,15940,A,CARRERA 3 No. 20-20,"CARRERA 3 No. 20-20, Bogota  d.c., Colombia","(4.6043, -74.06738)",4.6043,-74.06738
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,SERVICENTRO ESSO AVENIDA TERCERA,MOBIL,CARRERA 3 No. 20-20,GASOLINA CORRIENTE OXIGENADA,9230,A,CARRERA 3 No. 20-20,"CARRERA 3 No. 20-20, Bogota  d.c., Colombia","(4.6043, -74.06738)",4.6043,-74.06738
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION JUAN MARTIN,TERPEL,CARRERA 28 A No. 67 - 83,BIODIESEL EXTRA,9150,A,CARRERA 28 A No. 67 - 83,"CARRERA 28 A No. 67 - 83, Bogota  d.c., Colombia","(4.66158, -74.07353)",4.66158,-74.07353
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION JUAN MARTIN,TERPEL,CARRERA 28 A No. 67 - 83,GASOLINA EXTRA OXIGENADA,15990,A,CARRERA 28 A No. 67 - 83,"CARRERA 28 A No. 67 - 83, Bogota  d.c., Colombia","(4.66158, -74.07353)",4.66158,-74.07353
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION JUAN MARTIN,TERPEL,CARRERA 28 A No. 67 - 83,GASOLINA CORRIENTE OXIGENADA,9370,A,CARRERA 28 A No. 67 - 83,"CARRERA 28 A No. 67 - 83, Bogota  d.c., Colombia","(4.66158, -74.07353)",4.66158,-74.07353
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AUTO CENTRO INTERNACIONAL DORADO LTDA,MOBIL,CALLE 26 No.75-28,GASOLINA EXTRA OXIGENADA,16000,A,CALLE 26 No.75-28,"CALLE 26 No.75-28, Bogota  d.c., Colombia","(4.66807, -74.06893)",4.66807,-74.06893
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AUTO CENTRO INTERNACIONAL DORADO LTDA,MOBIL,CALLE 26 No.75-28,GASOLINA CORRIENTE OXIGENADA,9000,A,CALLE 26 No.75-28,"CALLE 26 No.75-28, Bogota  d.c., Colombia","(4.66807, -74.06893)",4.66807,-74.06893
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AUTO CENTRO INTERNACIONAL DORADO LTDA,MOBIL,CALLE 26 No.75-28,BIODIESEL EXTRA,9729,A,CALLE 26 No.75-28,"CALLE 26 No.75-28, Bogota  d.c., Colombia","(4.66807, -74.06893)",4.66807,-74.06893
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO SEVILLANA,TERPEL,AVENIDA CALLE 45 SUR  No. 59A-35,BIODIESEL EXTRA,9159,A,AVENIDA CALLE 45 SUR  No. 59A-35,"AVENIDA CALLE 45 SUR  No. 59A-35, Bogota  d.c., Colombia","(4.59476, -74.14668)",4.59476,-74.14668
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO SEVILLANA,TERPEL,AVENIDA CALLE 45 SUR  No. 59A-35,GASOLINA CORRIENTE OXIGENADA,9090,A,AVENIDA CALLE 45 SUR  No. 59A-35,"AVENIDA CALLE 45 SUR  No. 59A-35, Bogota  d.c., Colombia","(4.59476, -74.14668)",4.59476,-74.14668
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AV CIUDAD DE CALI,TERPEL,AVENIDA CARRERA 86 No. 15 A-80,GASOLINA CORRIENTE OXIGENADA,9140,A,AVENIDA CARRERA 86 No. 15 A-80,"AVENIDA CARRERA 86 No. 15 A-80, Bogota  d.c., Colombia","(4.6571, -74.1379)",4.6571,-74.1379
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AV CIUDAD DE CALI,TERPEL,AVENIDA CARRERA 86 No. 15 A-80,BIODIESEL EXTRA,9110,A,AVENIDA CARRERA 86 No. 15 A-80,"AVENIDA CARRERA 86 No. 15 A-80, Bogota  d.c., Colombia","(4.6571, -74.1379)",4.6571,-74.1379
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO DISTRACOM EL TERMINAL BOGOTA,MOBIL,CARRERA 69B No. 22-11,BIODIESEL EXTRA,8890,A,CARRERA 69B No. 22-11,"CARRERA 69B No. 22-11, Bogota  d.c., Colombia","(4.65303, -74.11627)",4.65303,-74.11627
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TEXACO AVENIDA TERCERA,TEXACO,AVENIDA CARRERA 30 No 4-51,GASOLINA CORRIENTE OXIGENADA,9340,A,AVENIDA CARRERA 30 No 4-51,"AVENIDA CARRERA 30 No 4-51, Bogota  d.c., Colombia","(4.59931, -74.10626)",4.59931,-74.10626
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TEXACO AVENIDA TERCERA,TEXACO,AVENIDA CARRERA 30 No 4-51,BIODIESEL EXTRA,9090,A,AVENIDA CARRERA 30 No 4-51,"AVENIDA CARRERA 30 No 4-51, Bogota  d.c., Colombia","(4.59931, -74.10626)",4.59931,-74.10626
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TEXACO AVENIDA TERCERA,TEXACO,AVENIDA CARRERA 30 No 4-51,GASOLINA EXTRA OXIGENADA,16560,A,AVENIDA CARRERA 30 No 4-51,"AVENIDA CARRERA 30 No 4-51, Bogota  d.c., Colombia","(4.59931, -74.10626)",4.59931,-74.10626
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO MUZU,MOBIL,AVENIDA CALLE 45 A SUR N° 50 B - 60,GASOLINA CORRIENTE OXIGENADA,9430,A,AVENIDA CALLE 45 A SUR N° 50 B - 60,"AVENIDA CALLE 45 A SUR N° 50 B - 60, Bogota  d.c., Colombia","(4.59388, -74.1307)",4.59388,-74.1307
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO MUZU,MOBIL,AVENIDA CALLE 45 A SUR N° 50 B - 60,BIODIESEL EXTRA,9210,A,AVENIDA CALLE 45 A SUR N° 50 B - 60,"AVENIDA CALLE 45 A SUR N° 50 B - 60, Bogota  d.c., Colombia","(4.59388, -74.1307)",4.59388,-74.1307
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO MUZU,MOBIL,AVENIDA CALLE 45 A SUR N° 50 B - 60,GASOLINA EXTRA OXIGENADA,17130,A,AVENIDA CALLE 45 A SUR N° 50 B - 60,"AVENIDA CALLE 45 A SUR N° 50 B - 60, Bogota  d.c., Colombia","(4.59388, -74.1307)",4.59388,-74.1307
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS LA ESTANCIA,MOBIL,AUTOPISTA CALLE 57 R SUR No. 75-21,GASOLINA CORRIENTE OXIGENADA,9372,A,AUTOPISTA CALLE 57 R SUR No. 75-21,"AUTOPISTA CALLE 57 R SUR No. 75-21, Bogota  d.c., Colombia","(4.59644, -74.17597)",4.59644,-74.17597
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS LA ESTANCIA,MOBIL,AUTOPISTA CALLE 57 R SUR No. 75-21,BIODIESEL EXTRA,9149,A,AUTOPISTA CALLE 57 R SUR No. 75-21,"AUTOPISTA CALLE 57 R SUR No. 75-21, Bogota  d.c., Colombia","(4.59644, -74.17597)",4.59644,-74.17597
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS LA ESTANCIA,MOBIL,AUTOPISTA CALLE 57 R SUR No. 75-21,GASOLINA EXTRA OXIGENADA,16699,A,AUTOPISTA CALLE 57 R SUR No. 75-21,"AUTOPISTA CALLE 57 R SUR No. 75-21, Bogota  d.c., Colombia","(4.59644, -74.17597)",4.59644,-74.17597
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS NQS CALLE 104,BIOMAX,AVENIDA CARRERA 9 No. 103-39,GASOLINA EXTRA OXIGENADA,17490,A,AVENIDA CARRERA 9 No. 103-39,"AVENIDA CARRERA 9 No. 103-39, Bogota  d.c., Colombia","(4.68731, -74.04449)",4.68731,-74.04449
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS NQS CALLE 104,BIOMAX,AVENIDA CARRERA 9 No. 103-39,GASOLINA CORRIENTE OXIGENADA,9840,A,AVENIDA CARRERA 9 No. 103-39,"AVENIDA CARRERA 9 No. 103-39, Bogota  d.c., Colombia","(4.68731, -74.04449)",4.68731,-74.04449
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS NQS CALLE 104,BIOMAX,AVENIDA CARRERA 9 No. 103-39,BIODIESEL EXTRA,8680,A,AVENIDA CARRERA 9 No. 103-39,"AVENIDA CARRERA 9 No. 103-39, Bogota  d.c., Colombia","(4.68731, -74.04449)",4.68731,-74.04449
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TERPEL TRINIDAD,TERPEL,AVENIDA CARRERA 68 No. 1 A - 24,BIODIESEL EXTRA,8690,A,AVENIDA CARRERA 68 No. 1 A - 24,"AVENIDA CARRERA 68 No. 1 A - 24, Bogota  d.c., Colombia","(4.65684, -74.04844)",4.65684,-74.04844
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TERPEL TRINIDAD,TERPEL,AVENIDA CARRERA 68 No. 1 A - 24,GASOLINA EXTRA OXIGENADA,16330,A,AVENIDA CARRERA 68 No. 1 A - 24,"AVENIDA CARRERA 68 No. 1 A - 24, Bogota  d.c., Colombia","(4.65684, -74.04844)",4.65684,-74.04844
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO TERPEL TRINIDAD,TERPEL,AVENIDA CARRERA 68 No. 1 A - 24,GASOLINA CORRIENTE OXIGENADA,8760,A,AVENIDA CARRERA 68 No. 1 A - 24,"AVENIDA CARRERA 68 No. 1 A - 24, Bogota  d.c., Colombia","(4.65684, -74.04844)",4.65684,-74.04844
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO LA 24 CON CALLE 5B,TEXACO,CARRERA 24 No. 5B-40,GASOLINA CORRIENTE OXIGENADA,9135,A,CARRERA 24 No. 5B-40,"CARRERA 24 No. 5B-40, Bogota  d.c., Colombia","(4.60204, -74.09358)",4.60204,-74.09358
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO LA 24 CON CALLE 5B,TEXACO,CARRERA 24 No. 5B-40,BIODIESEL EXTRA,9000,A,CARRERA 24 No. 5B-40,"CARRERA 24 No. 5B-40, Bogota  d.c., Colombia","(4.60204, -74.09358)",4.60204,-74.09358
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO LA 24 CON CALLE 5B,TEXACO,CARRERA 24 No. 5B-40,GASOLINA EXTRA OXIGENADA,9135,A,CARRERA 24 No. 5B-40,"CARRERA 24 No. 5B-40, Bogota  d.c., Colombia","(4.60204, -74.09358)",4.60204,-74.09358
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO INCOCENTRO,TERPEL,AVENIDA CALLE 57 R SUR (AUTOPISTA SUR) No. 64-46,BIODIESEL EXTRA,9126,A,AVENIDA CALLE 57 R SUR (AUTOPISTA SUR) No. 64-46,"AVENIDA CALLE 57 R SUR (AUTOPISTA SUR) No. 64-46, Bogota  d.c., Colombia","(4.60338, -74.12261)",4.60338,-74.12261
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO INCOCENTRO,TERPEL,AVENIDA CALLE 57 R SUR (AUTOPISTA SUR) No. 64-46,GASOLINA CORRIENTE OXIGENADA,9340,A,AVENIDA CALLE 57 R SUR (AUTOPISTA SUR) No. 64-46,"AVENIDA CALLE 57 R SUR (AUTOPISTA SUR) No. 64-46, Bogota  d.c., Colombia","(4.60338, -74.12261)",4.60338,-74.12261
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO INCOCENTRO,TERPEL,AVENIDA CALLE 57 R SUR (AUTOPISTA SUR) No. 64-46,GASOLINA EXTRA OXIGENADA,16450,A,AVENIDA CALLE 57 R SUR (AUTOPISTA SUR) No. 64-46,"AVENIDA CALLE 57 R SUR (AUTOPISTA SUR) No. 64-46, Bogota  d.c., Colombia","(4.60338, -74.12261)",4.60338,-74.12261
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,REAL TRANSPORTADORA SA,TERPEL,Calle 1 C Bis No. 18 - 34,BIODIESEL EXTRA,9195,A,Calle 1 C Bis No. 18 - 34,"Calle 1 C Bis No. 18 - 34, Bogota  d.c., Colombia","(4.59297, -74.09093)",4.59297,-74.09093
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,REAL TRANSPORTADORA SA,TERPEL,Calle 1 C Bis No. 18 - 34,GASOLINA CORRIENTE OXIGENADA,9299,A,Calle 1 C Bis No. 18 - 34,"Calle 1 C Bis No. 18 - 34, Bogota  d.c., Colombia","(4.59297, -74.09093)",4.59297,-74.09093
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIOS ESSO LA ESTRELLA,MOBIL,CARRERA 129 No. 132A-88,GASOLINA CORRIENTE OXIGENADA,9370,A,CARRERA 129 No. 132A-88,"CARRERA 129 No. 132A-88, Bogota  d.c., Colombia","(4.74166, -74.11302)",4.74166,-74.11302
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIOS ESSO LA ESTRELLA,MOBIL,CARRERA 129 No. 132A-88,BIODIESEL EXTRA,9150,A,CARRERA 129 No. 132A-88,"CARRERA 129 No. 132A-88, Bogota  d.c., Colombia","(4.74166, -74.11302)",4.74166,-74.11302
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS EL LLANO,PETROBRAS,CALLE 163 No. 72-50,GASOLINA EXTRA OXIGENADA,16450,A,CALLE 163 No. 72-50,"CALLE 163 No. 72-50, Bogota  d.c., Colombia","(4.74739, -74.06543)",4.74739,-74.06543
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS EL LLANO,PETROBRAS,CALLE 163 No. 72-50,GASOLINA CORRIENTE OXIGENADA,9370,A,CALLE 163 No. 72-50,"CALLE 163 No. 72-50, Bogota  d.c., Colombia","(4.74739, -74.06543)",4.74739,-74.06543
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS EL LLANO,PETROBRAS,CALLE 163 No. 72-50,BIODIESEL EXTRA,9150,A,CALLE 163 No. 72-50,"CALLE 163 No. 72-50, Bogota  d.c., Colombia","(4.74739, -74.06543)",4.74739,-74.06543
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS VERBENAL CALLE 186 PRIMAX,MOBIL,AV CRA 9 no 186-83,GASOLINA CORRIENTE OXIGENADA,9190,A,AV CRA 9 no 186-83,"AV CRA 9 no 186-83, Bogota  d.c., Colombia","(4.7638, -74.03136)",4.7638,-74.03136
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS VERBENAL CALLE 186 PRIMAX,MOBIL,AV CRA 9 no 186-83,BIODIESEL EXTRA,9150,A,AV CRA 9 no 186-83,"AV CRA 9 no 186-83, Bogota  d.c., Colombia","(4.7638, -74.03136)",4.7638,-74.03136
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS VERBENAL CALLE 186 PRIMAX,MOBIL,AV CRA 9 no 186-83,GASOLINA EXTRA OXIGENADA,16400,A,AV CRA 9 no 186-83,"AV CRA 9 no 186-83, Bogota  d.c., Colombia","(4.7638, -74.03136)",4.7638,-74.03136
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AUTOMOTRIZ PASTRANITA,MOBIL,TRANSVERSAL 78H No. 42F-44 SUR,GASOLINA CORRIENTE OXIGENADA,9370,A,TRANSVERSAL 78H No. 42F-44 SUR,"TRANSVERSAL 78H No. 42F-44 SUR, Bogota  d.c., Colombia","(4.61608, -74.16216)",4.61608,-74.16216
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO AUTOMOTRIZ PASTRANITA,MOBIL,TRANSVERSAL 78H No. 42F-44 SUR,BIODIESEL EXTRA,9170,A,TRANSVERSAL 78H No. 42F-44 SUR,"TRANSVERSAL 78H No. 42F-44 SUR, Bogota  d.c., Colombia","(4.61608, -74.16216)",4.61608,-74.16216
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO HERGOS GASOLINA,PETROBRAS,CALLE 73 NO 86 -08,GASOLINA EXTRA OXIGENADA,15900,A,CALLE 73 NO 86 -08,"CALLE 73 NO 86 -08, Bogota  d.c., Colombia","(4.69253, -74.09836)",4.69253,-74.09836
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO HERGOS GASOLINA,PETROBRAS,CALLE 73 NO 86 -08,GASOLINA CORRIENTE OXIGENADA,9330,A,CALLE 73 NO 86 -08,"CALLE 73 NO 86 -08, Bogota  d.c., Colombia","(4.69253, -74.09836)",4.69253,-74.09836
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO HERGOS GASOLINA,PETROBRAS,CALLE 73 NO 86 -08,BIODIESEL EXTRA,9150,A,CALLE 73 NO 86 -08,"CALLE 73 NO 86 -08, Bogota  d.c., Colombia","(4.69253, -74.09836)",4.69253,-74.09836
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO BRASIL,MOBIL,AVENIDA CALLE 6 No. 34-90,BIODIESEL EXTRA,9380,A,AVENIDA CALLE 6 No. 34-90,"AVENIDA CALLE 6 No. 34-90, Bogota  d.c., Colombia","(4.6114, -74.10283)",4.6114,-74.10283
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO BRASIL,MOBIL,AVENIDA CALLE 6 No. 34-90,GASOLINA EXTRA OXIGENADA,17530,A,AVENIDA CALLE 6 No. 34-90,"AVENIDA CALLE 6 No. 34-90, Bogota  d.c., Colombia","(4.6114, -74.10283)",4.6114,-74.10283
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO BRASIL,MOBIL,AVENIDA CALLE 6 No. 34-90,GASOLINA CORRIENTE OXIGENADA,9530,A,AVENIDA CALLE 6 No. 34-90,"AVENIDA CALLE 6 No. 34-90, Bogota  d.c., Colombia","(4.6114, -74.10283)",4.6114,-74.10283
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS MOBIL LOS ANDES,MOBIL,AVENIDA CARRERA 80 No. 58L-15 SUR,BIODIESEL EXTRA,9190,A,AVENIDA CARRERA 80 No. 58L-15 SUR,"AVENIDA CARRERA 80 No. 58L-15 SUR, Bogota  d.c., Colombia","(4.60946, -74.18085)",4.60946,-74.18085
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS MOBIL LOS ANDES,MOBIL,AVENIDA CARRERA 80 No. 58L-15 SUR,GASOLINA CORRIENTE OXIGENADA,9480,A,AVENIDA CARRERA 80 No. 58L-15 SUR,"AVENIDA CARRERA 80 No. 58L-15 SUR, Bogota  d.c., Colombia","(4.60946, -74.18085)",4.60946,-74.18085
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO KENNEDY,MOBIL,CARRERA 79 No. 41F-24 SUR,BIODIESEL EXTRA,9290,A,CARRERA 79 No. 41F-24 SUR,"CARRERA 79 No. 41F-24 SUR, Bogota  d.c., Colombia","(4.62009, -74.1608)",4.62009,-74.1608
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,EDS ESSO KENNEDY,MOBIL,CARRERA 79 No. 41F-24 SUR,GASOLINA CORRIENTE OXIGENADA,9390,A,CARRERA 79 No. 41F-24 SUR,"CARRERA 79 No. 41F-24 SUR, Bogota  d.c., Colombia","(4.62009, -74.1608)",4.62009,-74.1608
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO CALLE 80 CARRERA 24,TEXACO,CALLE 80 # 24-30,GASOLINA EXTRA OXIGENADA,16330,A,CALLE 80 No 24-30,"CALLE 80 # 24-30, Bogota  d.c., Colombia","('NA', 'NA')",Empty,Empty
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO CALLE 80 CARRERA 24,TEXACO,CALLE 80 # 24-30,GASOLINA CORRIENTE OXIGENADA,9590,A,CALLE 80 No 24-30,"CALLE 80 # 24-30, Bogota  d.c., Colombia","('NA', 'NA')",Empty,Empty
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO CALLE 80 CARRERA 24,TEXACO,CALLE 80 # 24-30,BIODIESEL EXTRA,9570,A,CALLE 80 No 24-30,"CALLE 80 # 24-30, Bogota  d.c., Colombia","('NA', 'NA')",Empty,Empty
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ESSO DELICIAS,MOBIL,Autopista Sur No.59 A-50,BIODIESEL EXTRA,8799,A,Autopista Sur No.59 A-50,"Autopista Sur No.59 A-50, Bogota  d.c., Colombia","(4.59749, -74.1262)",4.59749,-74.1262
2022,2,11,BOGOTA D.C.,11001,BOGOTA  D.C.,ESTACION DE SERVICIO ESSO DELICIAS,MOBIL,Autopista Sur No.59 A-50,GASOLINA CORRIENTE OXIGENADA,9139,A,Autopista Sur No.59 A-50,"Autopista Sur No.59 A-50, Bogota  d.c., Colombia","(4.59749, -74.1262)",4.59749,-74.1262
